"treatment","cash","accts_amt","stroop_time","income_less20k"
"Before Payday",0,1800,7.08334604899089,0
"After Payday",150,NA,7.66417617599169,0
"Before Payday",0,2000,7.91624680161476,0
"Before Payday",18,253,7.62597863872846,1
"After Payday",150,10000,7.64639594157537,0
"After Payday",12,700,7.47850446899732,1
"Before Payday",15,75,7.19197399417559,1
"After Payday",14,20,7.64469220240911,1
"After Payday",20,1000,7.63260055581729,1
"After Payday",44,44,7.55502790212631,0
"Before Payday",150,400,7.73195637265841,0
"After Payday",36,NA,7.79346005121867,1
"Before Payday",1200,12000,7.44607638319333,0
"After Payday",NA,NA,7.80948557456334,1
"After Payday",0,100,7.50846792260806,1
"After Payday",900,750,7.71389189362526,0
"Before Payday",0,5,7.64365653196971,1
"Before Payday",100,NA,7.71724699934324,1
"Before Payday",290,900,7.49476718902588,0
"After Payday",9,25,7.45845784743627,0
"After Payday",5,730,7.45671579241753,0
"Before Payday",180,6500,7.37083397308985,1
"Before Payday",41,100,7.54192593693733,1
"Before Payday",6,0,7.71835149327914,1
"Before Payday",160,1,7.90016945203145,0
"After Payday",90,120,7.46035713950793,0
"After Payday",50,1000,7.62092426419258,0
"Before Payday",100,5000,7.58099254965782,1
"Before Payday",2050,8000,7.42138877511024,0
"Before Payday",887,27,7.65429220596949,0
"Before Payday",30,5000,7.61207896641323,0
"After Payday",100,2000,7.08216283718745,0
"Before Payday",16,2456,7.54476821422577,0
"Before Payday",2000,10000,7.30349181095759,0
"Before Payday",500,30000,7.48744321862857,0
"Before Payday",NA,NA,7.77792585889498,0
"After Payday",500,2000,7.39861946304639,1
"Before Payday",60,19000,7.61229905486107,0
"Before Payday",50,NA,7.41839191648695,1
"Before Payday",1050,7000,7.69220466415087,0
"After Payday",8,80,7.65403571724892,1
"After Payday",20,NA,7.77434316277504,1
"Before Payday",20,NA,7.7281974752744,1
"Before Payday",40,4000,7.53709962964058,0
"After Payday",15,100,7.38867661356926,0
"Before Payday",600,35000,7.59432090322177,0
"After Payday",20,50,7.58119281809381,1
"Before Payday",0,42000,7.15367519855499,0
"After Payday",450,1200,7.62097057700157,1
"After Payday",30,400,7.96247881650925,1
"Before Payday",10,20000,7.35986615220706,0
"After Payday",2,1500,7.89529832204183,1
"After Payday",NA,NA,7.34499672055244,1
"Before Payday",NA,NA,7.32866800824801,0
"After Payday",3,1200,7.67766696214676,0
"Before Payday",300,500,7.52439452211062,1
"After Payday",150,500,8.08291340867678,0
"Before Payday",0,50,7.66422055164973,1
"After Payday",50,150,7.57966757814089,1
"Before Payday",50,10720,7.39255859454473,0
"After Payday",31,803,7.23955401182175,0
"Before Payday",150,1250,7.5373666882515,1
"Before Payday",0,200,7.83464093009631,1
"After Payday",NA,NA,7.46093081434568,0
"Before Payday",NA,NA,7.63862360517184,0
"After Payday",0,1400,7.16399755080541,1
"After Payday",NA,NA,6.90656525393327,1
"Before Payday",NA,NA,7.10186966260274,1
"Before Payday",18,700,7.60239505767822,0
"After Payday",100,10000,7.56763120492299,1
"Before Payday",25,1000,7.47874889771144,0
"Before Payday",30,50,7.59619887669881,1
"Before Payday",112,175,7.79891616106033,1
"After Payday",800,50000,7.41981447736422,0
"Before Payday",0,2000,7.33986014127731,0
"After Payday",3,1600,7.5523215730985,0
"Before Payday",150,48000,7.36752875645955,0
"Before Payday",40,400,7.59046685695648,0
"Before Payday",100,25,6.79392395416896,0
"After Payday",33,60000,7.51624350746473,0
"After Payday",200,2000,7.67091132203738,1
"After Payday",75,10000,7.02510897318522,0
"Before Payday",38,462,7.33200606703758,1
"Before Payday",50,NA,8.00620590647062,0
"After Payday",17,77,7.63514648874601,1
"After Payday",25,25,7.55518368879954,1
"Before Payday",NA,NA,6.25952473282814,1
"After Payday",NA,NA,7.50802327195803,1
"Before Payday",550,5800,7.38532495498657,0
"After Payday",70,40,7.49906641244888,1
"Before Payday",600,500,7.74959828456243,0
"Before Payday",5,25000,7.76946787039439,0
"After Payday",150,400,7.68594768643379,0
"After Payday",150,300,7.60562808314959,1
"After Payday",125,26000,7.58389233549436,0
"After Payday",400,900,7.59393868843714,1
"After Payday",70,2000,7.58080880840619,0
"Before Payday",600,2200,7.67216311891874,0
"After Payday",NA,NA,7.59011713663737,1
"After Payday",100,200,7.44445452094078,0
"After Payday",100,11000,7.54814998308818,0
"Before Payday",100,500,6.53358325858911,1
"Before Payday",100,0,7.46072492996852,0
"Before Payday",20,100,7.46513486901919,1
"After Payday",100,500,7.1710173090299,1
"Before Payday",50,19000,6.08747868736585,0
"After Payday",15,NA,7.62138673663139,1
"After Payday",0,1000,7.65792931119601,1
"After Payday",68,1200,7.77833185593287,1
"After Payday",100,64,7.3470670580864,1
"After Payday",21,6700,7.39847925305367,1
"Before Payday",500,60000,7.6194095313549,0
"Before Payday",550,80000,7.4610320130984,0
"After Payday",100,10000,7.66363642613093,0
"After Payday",NA,NA,7.73885436852773,0
"Before Payday",100,13500,7.54402555028598,0
"After Payday",150,30000,7.6007009545962,1
"Before Payday",NA,NA,6.60027718544006,0
"After Payday",100,40000,7.60261220733325,0
"Before Payday",100,NA,7.65750536322594,0
"After Payday",NA,NA,7.65779432654381,1
"After Payday",150,9500,7.58736556768417,1
"Before Payday",80,450,7.81866691509883,1
"Before Payday",200,800,7.58014390865962,0
"Before Payday",NA,NA,7.51879898707072,1
"Before Payday",10,0,7.57739440600077,0
"After Payday",100,6000,7.07170391082764,0
"Before Payday",300,1500,7.3677505950133,0
"Before Payday",400,5000,7.65230998396873,0
"Before Payday",500,300,7.54647766550382,1
"Before Payday",50,2500,7.92430700858434,1
"After Payday",345,400,7.60794161756833,1
"After Payday",25,2000,7.37856350342433,1
"Before Payday",20,7000,7.63995251059532,1
"Before Payday",450,12300,7.43896280725797,0
"After Payday",5,NA,7.42999430497487,1
"Before Payday",65,8000,7.85601065556208,0
"Before Payday",2000,10000,7.75954144199689,0
"After Payday",NA,NA,7.47430975238482,1
"Before Payday",51,38000,7.62691067655881,0
"Before Payday",150,100,7.53257895509402,1
"After Payday",40,25000,7.44717547297478,0
"Before Payday",25,100,7.46539576848348,1
"Before Payday",1000,1000,7.42250124613444,0
"After Payday",8,1200,7.32798135280609,1
"After Payday",250,7500,7.35851645469666,1
"After Payday",0,2450,7.45582620302836,0
"After Payday",26,NA,7.48257220784823,1
"After Payday",60,200,7.61377079288165,0
"After Payday",30,2500,7.81059436003367,1
"Before Payday",50,150,7.65714704990387,0
"Before Payday",10,NA,7.40774688124657,1
"Before Payday",20,10000,7.47955760359764,0
"After Payday",100,200,7.74682433406512,1
"Before Payday",30,300,7.70437174042066,1
"Before Payday",300,1500,7.52250443895658,0
"Before Payday",200,460,7.59266080458959,0
"Before Payday",NA,NA,8.51719284057617,0
"Before Payday",NA,NA,7.70551849404971,1
"Before Payday",300,13000,7.66922386487325,0
"After Payday",10,1,7.71698047717412,1
"Before Payday",60,495,7.2369359532992,0
"Before Payday",100,50000,7.42766280968984,0
"Before Payday",5,40,7.46553512414296,0
"After Payday",NA,NA,7.42259503404299,0
"After Payday",60,3000,7.90968968470891,0
"Before Payday",45,4,7.54817486823873,1
"Before Payday",50,1000,7.46879420677821,0
"Before Payday",110,10000,7.47213969628016,0
"Before Payday",25,800,7.72492850820224,0
"After Payday",2,220,7.28933214147886,1
"After Payday",NA,NA,7.65944892168045,0
"Before Payday",200,75000,7.64664176106453,0
"After Payday",20,385,7.52327519655228,0
"Before Payday",49,0,6.38433806598186,1
"Before Payday",52,8000,7.17843469977379,1
"Before Payday",14,950,7.17823564012845,1
"Before Payday",400,890,7.23453418413798,1
"Before Payday",35,5000,7.50256029764811,1
"After Payday",0,1600,7.72697593768438,0
"Before Payday",500,68000,7.83792379498482,0
"After Payday",10,25,8.08649957940934,0
"Before Payday",320,350,7.59763839840889,1
"After Payday",200,2500,7.60771044095357,0
"Before Payday",100,500,7.63989968101184,0
"After Payday",50,1000,7.64539810021718,1
"Before Payday",NA,NA,7.72456387678782,1
"Before Payday",10,5,7.59802726904551,0
"Before Payday",30,10000,7.82322550813357,1
"Before Payday",6,536,7.57730709513028,1
"Before Payday",60,200,7.38437182704608,1
"After Payday",0,NA,7.25110019246737,1
"After Payday",20,NA,7.48655295372009,0
"After Payday",5,1500,7.51417536536853,1
"Before Payday",0,0,5.98061195840227,0
"Before Payday",200,500,7.37144209941228,0
"Before Payday",300,13,7.31643201907476,0
"Before Payday",0,6000,7.42769557237625,1
"After Payday",100,50000,7.32178400953611,1
"Before Payday",100,1000,7.76300785938899,0
"After Payday",43,925,7.71141098936399,0
"After Payday",25,3,6.06163707127174,1
"Before Payday",1000,5000,7.62750510374705,1
"After Payday",10,0,7.76689041654269,1
"After Payday",70,1500,7.17230635881424,0
"After Payday",50,450,7.59651237726212,0
"Before Payday",NA,NA,7.6732343785903,1
"Before Payday",NA,NA,7.12044881780942,0
"Before Payday",500,1000,7.8279874821504,0
"Before Payday",20,1,7.5594893793265,1
"Before Payday",150,600,7.63685789704323,0
"Before Payday",40,250,7.41659294565519,1
"After Payday",3,NA,7.61473578214645,0
"After Payday",18,2300,8.00287964940071,1
"After Payday",100,23000,7.52994610865911,1
"After Payday",70,6000,7.74065740903219,0
"After Payday",30,11000,7.30256857474645,0
"Before Payday",200,2000,7.70191625754039,0
"Before Payday",175,0,7.38244915008545,0
"Before Payday",NA,NA,7.46968321005503,1
"After Payday",8,200,7.69232297937075,1
"After Payday",72,NA,8.03419401248296,0
"Before Payday",40,600,7.21089979012807,0
"After Payday",0,100,7.53569387396177,1
"Before Payday",140,0,7.49778228004773,0
"After Payday",150,18000,7.61780135830243,0
"After Payday",NA,NA,7.74506880839666,0
"After Payday",100,100,7.37421155969302,1
"Before Payday",90,500,7.48319296042124,1
"After Payday",20,25,7.60129245122274,1
"Before Payday",30,257,7.81651491920153,1
"Before Payday",50,2500,7.32887932658195,1
"Before Payday",20,3,7.52914896607399,0
"After Payday",20,200,7.88180649280548,1
"Before Payday",2000,NA,7.60943018396695,1
"After Payday",6,NA,7.21896669268608,0
"Before Payday",250,2700,7.52383001645406,1
"Before Payday",55,194,7.59509322047234,1
"After Payday",150,NA,7.66271331906319,0
"After Payday",429,NA,7.62560879190763,1
"Before Payday",50,25000,7.8309007982413,1
"Before Payday",60,76,7.63741368055344,0
"After Payday",85,2500,7.55445910493533,0
"Before Payday",500,300,7.4564110438029,0
"Before Payday",NA,NA,7.45896801352501,1
"After Payday",260,185,7.38663907845815,0
"Before Payday",2,250,7.75510478019714,1
"After Payday",15,72000,7.74554735422134,0
"Before Payday",20,2000,7.45133905609449,0
"Before Payday",20,0,7.54124183456103,0
"Before Payday",145,NA,7.49355792999268,0
"Before Payday",600,20000,7.7784982919693,0
"After Payday",20,5,7.18667408823967,0
"Before Payday",NA,NA,7.57785897453626,0
"After Payday",1,600,7.41305589675903,0
"After Payday",NA,NA,7.69338406125704,0
"Before Payday",30,3000,7.20698786775271,1
"After Payday",10,1075,7.59057380755742,1
"Before Payday",40,2500,7.87946914633115,0
"Before Payday",20,1000,7.77294592062632,1
"Before Payday",0,NA,7.4314299027125,1
"After Payday",95,1000,7.34870793422063,1
"After Payday",55,550,7.56633997956912,1
"After Payday",NA,NA,7.32971968253454,1
"Before Payday",10,3,7.64894644419352,1
"Before Payday",70,NA,7.54687077800433,1
"Before Payday",30,1200,7.60625177621841,0
"Before Payday",50,70,7.81772797306379,1
"After Payday",15,4000,7.69130649169286,0
"Before Payday",80,50000,7.31462546189626,0
"After Payday",48,NA,7.83117339015007,1
"Before Payday",357,75000,7.66889080405235,1
"After Payday",51,NA,6.82913785179456,1
"Before Payday",68,23000,7.56122896075249,0
"Before Payday",10,90,7.82049750288328,1
"After Payday",0,50,7.95791643857956,1
"After Payday",150,NA,7.20064536730448,1
"After Payday",10,300,7.51004409790039,0
"Before Payday",NA,NA,7.55203715960185,0
"Before Payday",30,70000,7.38274557391802,0
"After Payday",3,410,7.50863552093506,0
"After Payday",20,1000,7.83683556318283,1
"After Payday",6000,2000,7.50286272168159,0
"After Payday",50,400,7.57896038889885,0
"After Payday",44,3750,7.70784547924995,1
"After Payday",500,30000,7.55262531836828,0
"After Payday",250,50,7.68845363457998,0
"After Payday",283,686,7.53073951601982,1
"After Payday",10,160,7.36419517795245,0
"After Payday",25,841,7.72244296471278,1
"Before Payday",20,400,7.69573666652044,0
"Before Payday",0,900,7.56669590870539,0
"Before Payday",18,0,7.52602465947469,0
"After Payday",40,12000,7.43213178714116,0
"After Payday",3,6,7.5336441497008,1
"After Payday",NA,NA,8.01828492681185,1
"Before Payday",75,27000,7.62789573272069,0
"Before Payday",0,NA,7.75601975123088,0
"Before Payday",200,65000,7.78402322530746,1
"Before Payday",10,27,7.98196220397949,1
"After Payday",NA,NA,7.75859603285789,1
"Before Payday",200,10,7.47147679328918,0
"Before Payday",20,15,7.40235433975856,1
"After Payday",NA,NA,8.03599097331365,1
"After Payday",2,0,7.61380620797475,0
"Before Payday",11,95,7.88321816921234,1
"After Payday",300,2000,7.70155683159828,1
"After Payday",50,25,6.7473006149133,0
"Before Payday",12,1000,7.87915879487991,1
"Before Payday",44,7500,7.68123718102773,0
"Before Payday",0,NA,7.5683010617892,1
"After Payday",33,2500,7.41029706597328,1
"After Payday",6,NA,7.35246670246124,0
"After Payday",NA,NA,7.46627368529638,1
"Before Payday",50,2000,7.49072297414144,1
"After Payday",1000,0,7.43608204523722,0
"Before Payday",10,1000,7.63242852687836,0
"Before Payday",45,22,7.28856534759204,0
"Before Payday",120,242,7.32657160361608,0
"Before Payday",30,250,7.41506503025691,0
"Before Payday",25,250,7.62482644120852,0
"After Payday",20,600,7.51635704437892,1
"Before Payday",20,2000,7.36534688870112,0
"Before Payday",0,3,7.5203286310037,1
"After Payday",80,5000,7.12763153513273,0
"Before Payday",40,3,7.57697500785192,1
"Before Payday",0,10,7.68759981791178,1
"Before Payday",100,NA,7.57099634408951,1
"After Payday",5,NA,7.32678088545799,1
"After Payday",5,200,7.56894628206889,1
"After Payday",5,1000,7.61212978760401,0
"After Payday",500,2000,7.49990399678548,0
"After Payday",6,4000,7.47050308187803,0
"After Payday",0,100,7.21496279040972,1
"After Payday",2114,6500,7.29942121108373,0
"Before Payday",84,48000,7.37710565328598,0
"Before Payday",100,5000,7.5298527777195,0
"After Payday",100,2200,7.2949314614137,0
"After Payday",83,2200,8.51719284057617,0
"Before Payday",0,100,7.49443580706914,0
"Before Payday",NA,NA,7.67443153262138,0
"Before Payday",80,50000,7.59822278221448,0
"Before Payday",5,1000,7.49840336044629,1
"After Payday",500,2000,7.15279492735863,1
"Before Payday",0,2000,7.65570139884949,0
"Before Payday",354,34,7.77472211917241,1
"Before Payday",NA,NA,7.54737004637718,0
"Before Payday",40,2000,7.19572582840919,1
"Before Payday",300,1800,7.52727291981379,0
"Before Payday",20,100,7.57662839690844,1
"Before Payday",2,1000,7.83302634954453,0
"Before Payday",0,0,7.73198275764783,1
"Before Payday",200,3500,7.56438660621643,0
"Before Payday",60,500,7.6970100303491,0
"After Payday",90,1000,7.69709463914235,0
"Before Payday",0,NA,7.71157751480738,1
"Before Payday",NA,NA,7.50572549303373,1
"Before Payday",1000,14000,7.47553088267644,1
"After Payday",155,10200,7.9361690779527,0
"Before Payday",75,18000,7.48816621303558,0
"Before Payday",1000,60000,7.65948452055454,1
"Before Payday",0,100,7.73644516865412,1
"Before Payday",20,300,7.37276337544123,0
"Before Payday",NA,NA,7.38739078243573,1
"Before Payday",50,3000,7.50988894701004,0
"Before Payday",0,50,7.5660033027331,1
"Before Payday",20,1500,7.34724463025729,0
"Before Payday",17,900,7.65883022546768,0
"Before Payday",200,2000,7.54416646560033,1
"After Payday",20,28000,7.63378877441088,0
"Before Payday",15,167,7.71535403529803,0
"Before Payday",35,3,7.58813179532687,1
"After Payday",20,100,7.57422222693761,1
"Before Payday",5,250,7.89596517880758,1
"Before Payday",370,370,7.49858660499255,0
"Before Payday",37,15,7.4472218255202,1
"After Payday",30,1600,7.75503997008006,1
"After Payday",100,5000,7.37381332119306,1
"Before Payday",6,12,7.76157119870186,1
"After Payday",100,0,7.3119221329689,0
"Before Payday",50,0,7.95927040775617,0
"Before Payday",25,4000,7.3580467402935,0
"Before Payday",100,5000,7.86884041627248,0
"Before Payday",10,16,7.11500392357508,0
"Before Payday",0,56,7.56244806448619,1
"After Payday",500,400,7.791530529658,1
"Before Payday",20,50,7.72497115532557,1
"After Payday",18,14,7.60901154081027,0
"After Payday",50,800,7.67325834433238,1
"Before Payday",26,100,7.49356253941854,0
"Before Payday",10,3927,7.79516456524531,1
"Before Payday",NA,NA,7.50647328297297,1
"After Payday",NA,NA,7.66716555754344,0
"After Payday",NA,NA,7.83711714545886,0
"Before Payday",NA,NA,7.77753956119219,0
"After Payday",300,4000,7.9308328529199,0
"Before Payday",60,50,7.60041517019272,0
"Before Payday",60,800,7.70893195271492,0
"After Payday",260,3000,7.41590933005015,1
"Before Payday",10,135,7.56265459458033,0
"After Payday",40,1600,7.33244579037031,0
"After Payday",NA,NA,7.44765292604764,0
"Before Payday",0,1,7.61065256843964,1
"After Payday",500,6000,7.53463089466095,0
"After Payday",100,3000,7.37549731135368,0
"Before Payday",8,8,7.36226707696915,1
"After Payday",50,NA,7.54673272371292,0
"After Payday",150,700,7.62730939189593,1
"After Payday",2500,20000,7.65957753856977,1
"After Payday",17,1800,7.79874434073766,0
"After Payday",NA,NA,8.3474850824901,1
"After Payday",NA,NA,7.47896238168081,1
"Before Payday",0,130,7.17574392755826,0
"Before Payday",0,75,7.38732560475667,0
"After Payday",20,20,7.53641341129939,0
"Before Payday",100,NA,7.5081185400486,0
"Before Payday",0,10,7.3301677107811,1
"Before Payday",2,0,7.88327605525653,1
"Before Payday",40,1200,7.54233910640081,0
"Before Payday",600,50000,7.71900205810865,0
"Before Payday",50,31000,7.3081250389417,1
"Before Payday",NA,NA,7.83305110534032,1
"Before Payday",25,3000,7.43626444538434,1
"Before Payday",200,15000,7.4495692551136,0
"Before Payday",25,3000,7.4193647702535,1
"Before Payday",20,16,7.82130060593287,1
"After Payday",17,10313,7.47846935192744,0
"After Payday",25,150,7.69830214977264,0
"After Payday",40,50,7.67023506760597,0
"Before Payday",16,150,7.67559001843135,1
"After Payday",0,NA,7.54951239625613,1
"Before Payday",NA,NA,7.77302424112956,0
"After Payday",20,2300,7.50932352741559,1
"After Payday",40,600,7.52193661530813,1
"Before Payday",58,753,7.4179955025514,0
"After Payday",100,100,7.83802762627602,1
"After Payday",5,9,7.62762485941251,1
"After Payday",88,NA,7.76705386241277,0
"Before Payday",40,NA,7.59941337505976,0
"Before Payday",44,94,7.62249759833018,0
"Before Payday",NA,NA,7.46620884537697,0
"After Payday",320,30,7.54081685344378,0
"After Payday",NA,NA,7.35134857396285,0
"After Payday",100,5500,7.26395721236865,0
"Before Payday",20,250,7.43422727783521,0
"After Payday",150,1000,7.41468706727028,1
"After Payday",50,5,7.01116376121839,0
"After Payday",NA,NA,7.56405014793078,0
"After Payday",60,18525,7.44297780593236,0
"Before Payday",60,2000,7.32660253842672,0
"After Payday",5,10,7.34076791008313,0
"After Payday",15,1200,7.69149204095205,0
"After Payday",10,10,7.33094651500384,0
"After Payday",1,130,7.47591139872869,0
"Before Payday",0,2,7.41155269742012,1
"After Payday",50,500,7.81755370895068,0
"After Payday",100,100,8.0430064300696,1
"Before Payday",40,150,7.34081527590752,1
"Before Payday",14,1200,7.60996459921201,0
"After Payday",200,2500,7.90348048011462,1
"After Payday",50,4500,7.39678713679314,0
"After Payday",0,800,7.5805640121301,0
"After Payday",6,4000,7.6717300315698,0
"After Payday",0,10,7.78135839104652,1
"After Payday",130,2500,7.32753786444664,0
"Before Payday",12,12,7.52329249183337,0
"Before Payday",200,2000,7.40453673402468,1
"Before Payday",NA,NA,7.43011792500814,0
"Before Payday",40,15000,7.25361895561218,0
"Before Payday",20,NA,7.39707381526629,0
"After Payday",25,1200,7.83077443639437,0
"After Payday",100,3000,7.88676662246386,0
"After Payday",100,10000,7.68966552615166,0
"After Payday",120,346,7.89489645759265,1
"After Payday",5,0,7.67785285909971,1
"After Payday",50,250,7.51281647880872,0
"After Payday",20,10,7.51124010483424,0
"Before Payday",NA,NA,6.32800232619047,0
"Before Payday",NA,NA,6.20354908704758,1
"Before Payday",60,3000,7.1024590531985,0
"Before Payday",18,1000,7.86268856128057,1
"After Payday",40,100,7.65112608671188,1
"Before Payday",50,2800,7.30422285199165,0
"Before Payday",500,50000,7.51328483223915,0
"After Payday",100,10000,7.4434456328551,0
"After Payday",8,2,7.78822919726372,1
"After Payday",120,1000,7.43245276808739,0
"Before Payday",700,800,7.3855764567852,0
"After Payday",35,300,7.63453469673793,0
"Before Payday",15,2000,7.4198711613814,0
"After Payday",30,3400,7.65256196260452,1
"After Payday",40,5000,7.32137189308802,0
"After Payday",1,800,7.60967508951823,0
"Before Payday",NA,NA,7.61598231395086,1
"Before Payday",23,23,7.54969507455826,1
"After Payday",0,1000,7.52972420056661,0
"Before Payday",25,500,7.46456895271937,1
"Before Payday",0,NA,7.41414198279381,1
"After Payday",50,NA,7.34984030326207,1
"Before Payday",50,62,7.31009117762248,1
"After Payday",44,44,7.41325865189234,0
"After Payday",7,NA,7.2926931877931,0
"Before Payday",25,250,7.64784208933512,1
"After Payday",200,1000,7.64831225077311,0
"Before Payday",73,1457,7.37235956390699,0
"Before Payday",20,3000,7.14341115454833,1
"After Payday",45,1000,7.6197176973025,0
"After Payday",30,0,7.42296873529752,0
"After Payday",15,NA,7.97057208418846,1
"After Payday",240,28000,7.79316186904907,0
"After Payday",500,10000,7.4356481730938,0
"Before Payday",20,45,7.54200585683187,0
"Before Payday",20,13000,7.74951607982318,0
"After Payday",10,23,7.24772960940997,0
"After Payday",350,2500,7.51093978683154,0
"After Payday",0,0,7.39666592081388,1
"After Payday",0,40,7.40817401806513,1
"After Payday",47,454,7.67927101254463,1
"After Payday",26,2,7.24115293224653,1
"Before Payday",11,38,7.53477835655212,1
"After Payday",35,250,7.81523495912552,1
"After Payday",NA,NA,7.7771070599556,0
"After Payday",0,0,7.93627759814262,1
"Before Payday",200,7600,7.50498329599698,0
"Before Payday",26,120,7.69887275497119,1
"Before Payday",5,100,7.48910803596179,1
"After Payday",85,85,7.91498724619548,1
"After Payday",60,NA,7.72814053297043,1
"Before Payday",26,150,7.22349150975545,0
"Before Payday",400,50000,7.434515863657,0
"After Payday",0,NA,6.56171343723933,1
"Before Payday",0,40000,7.57098279396693,0
"Before Payday",NA,NA,7.55346282323201,0
"Before Payday",120,500,7.61454090476036,0
"Before Payday",0,15,7.59539401531219,1
"After Payday",0,NA,7.54540122548739,1
"Before Payday",80,0,7.45288931330045,1
"After Payday",100,NA,7.77326357364655,1
"After Payday",100,3400,7.95845898985863,0
"After Payday",NA,NA,7.36495966712634,1
"After Payday",25,400,7.70931403835614,1
"After Payday",60,300,7.3142664929231,1
"After Payday",95,1038,7.98969370126724,0
"After Payday",140,4000,7.71371046702067,1
"After Payday",250,2000,7.60481294989586,0
"After Payday",4,250,7.53825098276138,1
"Before Payday",48,4000,7.5257003903389,0
"Before Payday",10,100,7.3443757990996,1
"Before Payday",180,NA,7.54647244016329,0
"After Payday",25,0,7.09521786371867,0
"Before Payday",NA,NA,7.56762647628784,1
"After Payday",50,1000,7.27243793010712,0
"Before Payday",0,3,7.58590225378672,0
"After Payday",55,0,7.68112255136172,0
"After Payday",200,5000,7.14118874073029,1
"Before Payday",100,5000,7.59580273429553,1
"After Payday",300,NA,7.4659406542778,1
"After Payday",0,NA,7.47630870342255,1
"After Payday",30,NA,7.66908782720566,1
"Before Payday",0,NA,7.51258181532224,0
"Before Payday",100,0,7.85421293973923,1
"After Payday",100,100,7.60107866923014,1
"Before Payday",40,200,7.79597781101863,0
"Before Payday",0,0,7.58654008309046,1
"Before Payday",20,200,5.98612180848916,0
"After Payday",25,2500,7.68079914649328,0
"After Payday",3,2400,7.75511504213015,0
"After Payday",1000,15000,5.78574712822835,0
"Before Payday",35,0,7.579180230697,0
"After Payday",NA,NA,7.5552436709404,1
"After Payday",125,24000,7.62686558564504,0
"After Payday",45,2000,7.78983548283577,0
"Before Payday",40,6000,7.28318321704865,0
"After Payday",200,50000,7.7941407263279,0
"After Payday",30,NA,7.69341030716896,1
"Before Payday",500,NA,7.62783141930898,0
"After Payday",45,7000,7.54338462154071,0
"Before Payday",31,200,7.73969360192617,1
"After Payday",220,5000,7.74888850251834,0
"Before Payday",2,1,7.58743356664975,0
"After Payday",40,2000,6.341143861413,0
"Before Payday",60,11000,7.5740827023983,1
"After Payday",25,NA,7.91408778230349,0
"After Payday",3750,300,7.50412506858508,0
"After Payday",14,70000,7.23851537704468,0
"Before Payday",0,NA,7.37192426125209,1
"Before Payday",10,12,7.30627612272898,1
"After Payday",40,5000,7.5251616537571,0
"After Payday",20,1500,7.87953957915306,0
"Before Payday",1,20,7.86350349585215,0
"Before Payday",50,300,7.82058135668437,1
"After Payday",1000,500,7.38642900188764,0
"Before Payday",75,200,7.84445684154828,1
"Before Payday",20,400,7.28267326951027,0
"Before Payday",NA,NA,7.65906528631846,0
"Before Payday",0,NA,7.32440609733264,1
"After Payday",NA,NA,7.65234690904617,1
"After Payday",150,114,7.15872440735499,0
"Before Payday",150,2100,7.76459280649821,0
"After Payday",100,NA,7.47670427958171,1
"Before Payday",NA,NA,7.5210723777612,0
"Before Payday",12,24000,7.66539646188418,1
"After Payday",30,10000,7.54016523559888,0
"Before Payday",75,600,7.46172051628431,0
"Before Payday",15,550,7.79596508542697,0
"After Payday",100,320,7.58871865272522,1
"Before Payday",NA,NA,8.51719284057617,0
"Before Payday",5,NA,7.50435217221578,1
"After Payday",0,300,7.49927546580632,0
"After Payday",NA,NA,7.58055799206098,0
"Before Payday",230,4000,7.70419457554817,0
"Before Payday",40,40,7.34575561682383,0
"After Payday",0,20000,7.52029623587926,0
"Before Payday",250,20000,7.14023401570875,0
"Before Payday",550,64000,7.60119303067525,0
"Before Payday",10,NA,8.04127686222394,1
"After Payday",300,50,7.33434058229129,1
"After Payday",420,NA,7.54545010129611,0
"Before Payday",3,3,7.68157856663068,1
"After Payday",25,25,6.35673865404996,0
"Before Payday",50,6000,7.42262635628382,1
"Before Payday",775,15000,7.65698635578156,0
"After Payday",NA,NA,7.68155300617218,0
"After Payday",19,3,7.69689442714055,0
"After Payday",225,3500,7.38267717758815,0
"After Payday",65,0,7.75975266098976,1
"Before Payday",5,20,7.81681341926257,0
"After Payday",2,35,7.73327945648356,1
"Before Payday",1000,4000,7.41845239202182,1
"After Payday",6,NA,7.48398770888646,1
"After Payday",50,150,7.61682241161664,1
"Before Payday",3,4,7.63113205631574,1
"Before Payday",25,0,7.63954696059227,1
"Before Payday",1000,150,7.58944867054621,0
"Before Payday",1567,NA,7.64982004960378,1
"Before Payday",0,9,7.59264210859935,1
"Before Payday",25,5,7.67773179213206,0
"After Payday",200,10000,7.29313537478447,1
"After Payday",120,8000,7.50758885343869,0
"Before Payday",120,NA,7.86084679762522,1
"After Payday",4500,546,7.56275386611621,1
"Before Payday",20,500,7.51022092501322,0
"After Payday",NA,NA,7.42591372132301,0
"Before Payday",NA,NA,7.59155732393265,0
"After Payday",37,1110,7.68347742160161,1
"Before Payday",6,460,7.52843394875526,0
"Before Payday",60,500,7.69218190511068,1
"After Payday",NA,NA,7.32649266719818,0
"Before Payday",73,5700,7.54305484890938,1
"Before Payday",0,0,7.51400170723597,1
"Before Payday",500,22000,7.65594771504402,0
"Before Payday",0,437,7.61358180642128,1
"Before Payday",2,33,7.68065805236499,0
"Before Payday",50,1250,7.34554030497869,1
"After Payday",200,3000,7.85537863771121,0
"After Payday",300,30000,7.43277435501416,1
"Before Payday",25,29000,7.28120088577271,0
